customer_id,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,FraudFound_P
10481,264,44,976645,28-02-2010,IL,500,1047.06,6000000,MALE,College,exec-managerial,sleeping,wife,0,0,13-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,20,3,NO,0,2,NO,69850,12700,6350,50800,Ford,Fusion,0
10482,20,21,918037,30-01-2005,OH,1000,1390.29,0,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,1,NO,0,0,?,62900,12580,6290,44030,Accura,MDX,0
10483,116,30,996253,29-11-2001,IN,500,951.46,0,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,31-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,1328 Texas Lane,8,3,NO,0,3,?,59670,6630,6630,46410,Volkswagen,Passat,0
10484,222,40,373731,24-12-2012,IL,1000,1226.78,0,MALE,JD,armed-forces,camping,unmarried,49600,-49200,22-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,2,YES,2,0,?,81500,16300,8150,57050,BMW,3 Series,0
10485,439,56,836272,11-05-1997,OH,500,1280.9,0,MALE,High School,armed-forces,video-games,own-child,48900,-40900,30-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,NO,2,0,?,50000,15000,5000,30000,Jeep,Wrangler,0
10486,66,28,167231,26-01-1994,IN,2000,1472.77,0,MALE,Associate,adm-clerical,exercise,husband,0,-31700,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,?,2,1,?,48290,8780,8780,30730,Nissan,Maxima,0
10487,128,29,743330,04-11-2010,OH,1000,1878.44,0,MALE,High School,other-service,golf,husband,0,-76000,20-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,?,59070,5370,5370,48330,Chevrolet,Malibu,0
10488,69,24,807369,19-06-1992,IN,500,1418.5,0,FEMALE,High School,armed-forces,yachting,other-relative,0,0,04-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,?,0,0,NO,63300,12660,6330,44310,Dodge,RAM,0
10489,294,46,735307,02-06-2010,IL,500,1532.8,0,MALE,College,prof-specialty,exercise,own-child,0,0,23-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,ML350,0
10490,19,29,789208,12-10-2002,OH,500,1304.35,0,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,08-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,?,75400,11600,11600,52200,Dodge,Neon,0
10492,4,39,498759,05-09-1996,IL,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,13-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,?,54120,4510,9020,40590,Jeep,Grand Cherokee,0
10493,298,49,795004,16-03-1998,OH,500,862.92,0,MALE,MD,machine-op-inspct,camping,wife,0,-71700,17-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,0
10494,231,43,203250,22-04-2010,IN,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,18-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,0
10495,338,47,430794,25-01-2008,OH,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,14-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,?,64100,12820,6410,44870,Dodge,RAM,1
10496,261,46,156636,10-09-2000,IN,1000,870.55,0,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,27-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,Tahoe,0
10498,0,32,740518,18-02-2011,OH,1000,1377.04,0,MALE,College,tech-support,base-jumping,wife,61400,-41100,17-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,?,1,1,NO,39720,6620,6620,26480,Accura,MDX,0
10499,405,58,445289,24-04-2012,IL,500,1237.88,0,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,13-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,ML350,1
10500,304,49,599262,25-09-2001,IN,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,own-child,0,0,21-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,0
10501,1,29,357949,24-05-2006,OH,500,854.58,0,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,01-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,?,2,3,YES,86790,7890,23670,55230,Honda,CRV,0
10502,26,39,493161,30-01-1992,IN,1000,770.76,0,MALE,Masters,tech-support,sleeping,husband,0,-53700,18-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,ML350,0
10503,202,38,320251,24-01-2009,IL,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,04-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,0
10504,289,48,231127,29-08-1995,IL,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,09-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,?,1,0,?,42900,8580,0,34320,Accura,TL,0
10505,61,26,766193,31-07-2011,OH,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,14-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,0
10506,334,46,555374,05-01-2013,IL,1000,876.88,6000000,MALE,MD,sales,reading,other-relative,0,0,03-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,0
10507,12,24,491484,18-11-1994,IL,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,04-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,Ultima,0
10508,86,29,925128,30-08-2014,IL,2000,1409.06,0,MALE,High School,prof-specialty,yachting,husband,74200,-68100,30-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,0
10509,83,24,265093,01-01-2006,IN,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,20-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,CRV,0
10510,126,30,267808,10-09-1998,IL,2000,916.13,0,MALE,College,sales,golf,unmarried,55300,-58400,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,E400,0
10511,209,38,116735,28-01-2010,OH,500,1191.5,0,MALE,High School,priv-house-serv,reading,husband,38600,-52900,31-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,A3,0
10513,194,34,445694,24-05-2004,IL,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,0,0,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,0
10514,184,38,215534,12-09-1994,IL,1000,1437.53,0,FEMALE,College,transport-moving,chess,not-in-family,0,0,02-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,RAM,0
10515,479,60,232854,07-07-1997,IL,2000,1304.83,0,FEMALE,College,other-service,cross-fit,husband,0,0,09-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,0
10516,284,48,168260,01-03-1991,OH,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,0,-42400,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,E400,0
10517,65,27,538955,29-09-2001,IN,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,17-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,0
10518,222,39,243226,10-01-2012,IL,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,87800,-51200,09-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,0
10519,196,41,246435,05-07-2001,IL,2000,1800.76,0,MALE,JD,protective-serv,camping,other-relative,0,-78600,14-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,0
10521,280,43,345539,24-07-2012,IN,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,0,-51600,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,RSX,0
10522,5,26,924318,27-07-2014,IL,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,A5,0
10523,220,42,726880,08-08-1994,IN,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,13-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,0
10524,85,30,190588,09-12-2001,OH,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,20-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,0
10527,316,45,164988,23-12-2013,IL,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,12-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,0
10529,379,54,505014,27-12-2001,IL,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,15-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,0
10530,15,34,920826,07-04-2005,IN,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,20-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,X5,0
10531,354,48,534982,08-04-2003,IL,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,0,0,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,0
10532,342,53,110408,14-11-2005,IN,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,26-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,MDX,0
10533,169,38,283052,07-01-2005,IL,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,23300,0,25-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,0
10535,259,42,382394,23-01-1996,OH,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,12-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,0
10536,65,23,876699,12-12-1999,OH,1000,1099.95,0,FEMALE,College,sales,dancing,wife,0,-71900,15-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,0
10537,254,46,871432,15-07-2004,IL,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,0,-90600,10-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,0
10538,440,55,379882,07-11-2012,IL,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,23-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,0
10540,230,44,372891,26-06-2000,IN,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,0
10541,138,30,689034,09-01-2002,OH,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,0
10543,93,31,599174,14-01-2008,IL,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,0,0,17-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,0
10544,37,25,421092,04-03-2003,OH,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,24-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,0
10545,254,40,349658,07-06-1994,IN,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,0
10546,131,29,811042,04-07-2013,IN,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,03-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,0
10547,230,43,505316,30-06-2002,IN,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,07-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460,13720,13720,48020,Audi,A5,0
10548,313,50,116645,30-06-2004,OH,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,02-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1
10550,101,29,788502,31-08-2014,OH,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,28-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210,12220,12220,42770,BMW,X6,0
10551,153,37,627486,10-11-2005,IN,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,0
10552,337,53,498842,04-05-2000,OH,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,01-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,0
10555,204,40,540152,27-01-1991,IL,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,0,0,07-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,0
10556,364,51,385932,28-04-1992,IL,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,10-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,0
10559,210,35,998192,25-04-2014,IL,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,24570,2730,2730,19110,Saab,95,0
10560,194,38,663938,26-01-2011,IN,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,08-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,?,1,0,?,53680,4880,9760,39040,Toyota,Camry,0
10561,294,49,756870,26-01-1996,IN,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,04-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,0
10562,272,41,337158,08-04-1991,OH,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,38600,-42800,04-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,0
10563,27,27,919875,29-06-2002,IN,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,26-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,61560,6840,6840,47880,Ford,Fusion,0
10564,251,39,315631,09-04-1999,IN,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,44240,5530,5530,33180,Dodge,RAM,0
10565,180,33,113464,19-04-2009,IN,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,15-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,?,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,0
10566,392,50,556415,22-08-1991,OH,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,14-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,0
10567,143,30,250249,28-11-1991,IN,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,0
10568,371,54,403776,27-04-2012,IN,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,18-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Fusion,0
10569,292,42,396002,04-03-2007,IN,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,15-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,0
10570,165,35,976908,31-12-2012,IL,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,0,-49900,24-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,0
10571,158,33,509489,21-12-2013,OH,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,07-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,0
10572,241,39,485295,28-04-2005,OH,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,22-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,0
10573,103,33,361829,17-09-1994,OH,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,0
10574,402,54,603632,16-08-2003,OH,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,28-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,0
10575,102,32,783494,02-09-2014,OH,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,0,0,04-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,0
10576,182,40,439049,12-12-2011,IN,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,50000,-56900,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,A3,0
10577,282,46,502634,17-08-1991,OH,2000,1558.86,0,MALE,MD,other-service,dancing,wife,51100,-75100,17-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,M5,0
10578,222,39,378588,29-02-2004,OH,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,71400,0,17-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,0
10579,415,52,794731,22-02-2015,IN,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,02-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,0
10580,51,34,641934,25-12-2013,OH,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,12-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Civic,0
10581,255,45,113516,13-10-1990,IL,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,0,-40200,04-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,0
10582,143,31,425631,05-07-2014,IL,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,21-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,A5,0
10583,130,28,542245,25-11-1991,OH,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,23-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,0
10584,242,41,512894,02-10-1990,OH,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,Corolla,0
10588,463,59,638155,03-08-1994,IL,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,12-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,0
10589,472,64,911429,25-08-2012,IN,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,0,0,21-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,0
10590,75,25,106186,02-12-2011,IL,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,18-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,93,0
